Date,Team,2021,Home,Away
2021-12-18,Morgan St,21.6,--,21.6
2021-12-18,TN Martin,21.6,19.0,22.8
2021-12-18,Colorado St,21.6,19.2,24.5
2021-12-18,SE Missouri,21.4,19.7,22.3
2021-12-18,LSU,21.4,21.9,20.3
2021-12-18,Minnesota,21.4,21.4,21.4
2021-12-18,UC Riverside,21.4,27.5,19.3
2021-12-18,Mass Lowell,21.4,19.0,21.7
2021-12-18,Duquesne,21.4,22.5,20.0
2021-12-18,Troy,21.3,23.3,20.3
2021-12-18,St Marys,21.3,24.3,18.3
2021-12-18,Abl Christian,21.3,20.3,22.3
2021-12-18,Chattanooga,21.3,21.3,21.3
2021-12-18,Murray St,21.3,20.5,21.6
2021-12-18,Maryland ES,21.3,--,21.3
2021-12-18,Kennesaw St,21.3,22.7,20.3
2021-12-18,Clemson,21.3,22.2,20.5
2021-12-18,S Carolina,21.2,18.8,24.3
2021-12-18,Providence,21.2,20.0,24.3
2021-12-18,Dixie State,21.0,23.0,19.5
2021-12-18,James Mad,21.0,21.3,20.8
2021-12-18,W Kentucky,21.0,20.2,22.0
2021-12-18,Tulane,21.0,21.5,20.6
2021-12-18,Boston U,20.9,19.0,21.6
2021-12-18,E Illinois,20.9,17.5,21.9
2021-12-18,Bellarmine,20.9,--,20.9
2021-12-18,DePaul,20.8,20.6,21.5
2021-12-18,Lamar,20.8,24.0,20.4
2021-12-18,Howard,20.8,17.5,21.8
2021-12-18,WI-Grn Bay,20.7,21.7,20.2
2021-12-18,TN State,20.7,16.5,21.9
2021-12-18,Stanford,20.7,20.7,20.7
2021-12-18,Kansas,20.7,23.8,18.2
2021-12-18,Iowa State,20.6,22.3,16.7
2021-12-18,S Car State,20.6,25.0,19.5
2021-12-18,Geo Wshgtn,20.5,19.6,21.1
2021-12-18,Santa Clara,20.5,21.3,18.5
2021-12-18,Hampton,20.4,20.0,20.5
2021-12-18,Creighton,20.3,21.0,19.4
2021-12-18,N Carolina,20.3,19.0,22.3
2021-12-18,Arkansas,20.3,20.0,21.0
2021-12-18,Temple,20.3,21.2,19.2
2021-12-18,Maine,20.2,14.0,21.4
2021-12-18,LA Monroe,20.1,19.0,20.6
2021-12-18,Campbell,20.1,19.0,20.6
2021-12-18,NC Central,20.1,--,20.1
2021-12-18,Northeastrn,20.1,19.8,20.3
2021-12-18,Toledo,20.0,19.5,20.1
2021-12-18,IUPUI,20.0,18.7,20.7
2021-12-18,UAB,20.0,19.2,21.0
2021-12-18,Maryland,20.0,21.4,16.7
2021-12-18,E Michigan,20.0,20.5,19.6
2021-12-18,High Point,20.0,20.0,20.0
2021-12-18,Columbia,19.9,21.0,19.0
2021-12-18,South Dakota,19.9,19.0,20.6
2021-12-18,Dayton,19.8,20.3,19.0
2021-12-18,Wright State,19.8,15.0,20.4
2021-12-18,Oregon,19.7,22.7,15.3
2021-12-18,UMKC,19.6,17.0,20.0
2021-12-18,Michigan,19.6,17.2,22.0
2021-12-18,Miami (FL),19.5,23.0,16.7
2021-12-18,TX-Pan Am,19.5,26.0,17.9
2021-12-18,Tulsa,19.5,19.4,19.5
2021-12-18,Lehigh,19.4,23.0,16.6
2021-12-18,Texas,19.4,19.7,18.5
2021-12-18,St Bonavent,19.4,19.7,19.0
2021-12-18,Montana,19.3,19.0,19.6
2021-12-18,SIU Edward,19.3,20.5,19.0
2021-12-18,Indiana,19.2,19.0,20.0
2021-12-18,Alabama St,19.2,20.0,18.9
2021-12-18,Coastal Car,19.1,18.0,20.7
2021-12-18,S Florida,19.1,19.6,16.0
2021-12-18,Rob Morris,19.1,19.0,19.2
2021-12-18,NW State,19.1,17.5,19.6
2021-12-18,TX Christian,19.1,20.6,17.3
2021-12-18,Kentucky,19.1,19.3,18.5
2021-12-18,W Virginia,19.1,19.6,18.0
2021-12-18,Fresno St,19.1,20.0,17.8
2021-12-18,Denver,19.1,13.0,20.4
2021-12-18,N Illinois,19.0,16.0,19.4
2021-12-18,Navy,19.0,24.0,17.6
2021-12-18,Rider,19.0,23.7,17.3
2021-12-18,Texas A&M,19.0,21.4,16.0
2021-12-18,Michigan St,18.9,20.2,17.8
2021-12-18,F Dickinson,18.9,15.0,19.4
2021-12-18,Missouri,18.9,18.4,19.5
2021-12-18,Georgia,18.9,18.5,19.7
2021-12-18,UC Davis,18.8,23.0,16.8
2021-12-18,Albany,18.8,19.3,18.6
2021-12-18,Memphis,18.8,20.2,16.8
2021-12-18,TX A&M-CC,18.6,25.0,17.7
2021-12-18,Sac State,18.6,17.0,19.8
2021-12-18,Oklahoma St,18.5,20.7,13.3
2021-12-18,Niagara,18.4,16.5,19.0
2021-12-18,TN Tech,18.4,17.7,18.8
2021-12-18,American,18.4,17.0,18.7
2021-12-18,NC-Grnsboro,18.4,21.0,16.9
2021-12-18,Delaware St,18.3,13.7,21.8
2021-12-18,Jackson St,18.3,--,18.3
2021-12-18,Miss State,18.3,17.9,19.3
2021-12-18,S Alabama,18.3,20.5,17.5
2021-12-18,Cal Baptist,18.3,19.5,14.5
2021-12-18,Monmouth,18.2,23.5,17.0
2021-12-18,USC,18.2,22.3,13.2
2021-12-18,AR Lit Rock,18.1,19.5,17.7
2021-12-18,GA Southern,18.1,21.0,17.7
2021-12-18,Rutgers,18.0,17.5,18.8
2021-12-18,Virginia,17.9,17.0,19.3
2021-12-18,Saint Louis,17.9,18.0,17.8
2021-12-18,Prairie View,17.9,--,17.9
2021-12-18,Jacksonville,17.7,15.5,18.6
2021-12-18,Wagner,17.6,18.0,17.5
2021-12-18,Cleveland St,17.6,16.6,20.0
2021-12-18,St Peters,17.6,13.7,20.5
2021-12-18,Southern,17.6,15.0,17.9
2021-12-18,San Diego St,17.4,16.0,19.5
2021-12-18,Alcorn State,17.2,--,17.2
2021-12-18,Houston Bap,17.2,17.0,17.3
2021-12-18,GA Tech,17.1,17.4,15.0
2021-12-18,Pacific,17.0,17.2,16.8
2021-12-18,Grambling St,17.0,--,17.0
2021-12-18,Oregon St,16.8,15.8,17.8
2021-12-18,Utah Val St,16.8,15.5,17.1
2021-12-18,Holy Cross,16.8,18.0,16.4
2021-12-18,VCU,16.7,14.7,19.2
2021-12-18,Colorado,16.7,17.3,15.8
2021-12-18,Cal Poly,16.7,14.5,17.3
2021-12-18,TX-Arlington,16.6,19.0,15.8
2021-12-18,St Fran (PA),16.3,30.0,14.3
2021-12-18,Tarleton State,16.2,14.0,16.9
2021-12-18,CS Fullerton,16.2,16.0,16.3
2021-12-18,UCSB,16.0,16.0,16.0
2021-12-18,UC Irvine,15.8,13.0,17.3
2021-12-18,Rhode Island,15.8,15.0,16.5
2021-12-18,Mt St Marys,15.8,17.0,15.3
2021-12-18,Alab A&M,15.8,17.0,15.6
2021-12-18,Ste F Austin,15.7,17.7,14.3
2021-12-18,Lg Beach St,15.7,18.5,14.9
2021-12-18,California,15.6,16.6,14.0
2021-12-18,Cal St Nrdge,15.6,15.3,15.8
2021-12-18,Arkansas St,15.6,11.3,18.2
2021-12-18,Texas State,15.6,20.0,14.2
2021-12-18,San Diego,15.6,18.5,13.2
2021-12-18,Beth-Cook,15.4,17.0,15.3
2021-12-18,S Mississippi,15.4,18.3,14.0
2021-12-18,Norfolk St,15.3,15.0,15.4
2021-12-18,Manhattan,15.3,14.3,15.8
2021-12-18,Boston Col,15.2,15.3,15.0
2021-12-18,TX Southern,14.8,--,14.8
2021-12-18,Pittsburgh,14.5,15.4,11.0
2021-12-18,Florida A&M,14.0,12.0,14.3
2021-12-18,New Orleans,13.0,13.0,13.0
2021-12-18,Old Dominion,13.0,11.7,13.6
2021-12-18,CS Bakersfld,11.2,9.0,11.8
2021-12-19,E Kentucky,34.8,32.8,36.8
2021-12-19,St. Thomas (MN),32.8,32.0,32.9
2021-12-19,VA Military,32.8,29.0,33.3
2021-12-19,Oral Roberts,32.4,35.3,30.6
2021-12-19,W Carolina,31.9,31.3,32.1
2021-12-19,Citadel,29.5,29.0,29.6
2021-12-19,Bryant,29.4,27.0,30.0
2021-12-19,Lafayette,29.4,29.3,29.5
2021-12-19,Villanova,29.4,28.3,29.8
2021-12-19,Samford,29.3,30.0,28.8
2021-12-19,Colgate,29.0,26.7,30.0
2021-12-19,Florida Intl,29.0,26.8,30.5
2021-12-19,Alabama,28.8,30.7,26.6
2021-12-19,Princeton,28.8,27.6,29.8
2021-12-19,Coppin State,28.7,31.5,28.3
2021-12-19,Tennessee,28.5,28.8,28.0
2021-12-19,Fla Gulf Cst,28.5,26.5,31.5
2021-12-19,Furman,28.5,25.8,30.0
2021-12-19,W Illinois,28.4,27.0,29.6
2021-12-19,Cornell,28.4,32.0,26.2
2021-12-19,Seattle,28.4,28.8,27.3
2021-12-19,IL-Chicago,28.3,31.7,26.7
2021-12-19,Hofstra,28.0,27.3,28.3
2021-12-19,Liberty,27.9,29.7,27.0
2021-12-19,Sam Hous St,27.9,23.0,28.6
2021-12-19,U Mass,27.8,24.6,30.5
2021-12-19,Auburn,27.7,29.4,26.3
2021-12-19,Dartmouth,27.6,23.0,29.2
2021-12-19,Rice,27.5,26.8,28.0
2021-12-19,St Josephs,27.3,25.7,30.0
2021-12-19,Harvard,27.1,31.0,24.3
2021-12-19,Charl South,27.1,30.5,26.0
2021-12-19,Evansville,27.1,23.8,29.0
2021-12-19,U Penn,27.1,28.5,26.8
2021-12-19,Geo Mason,27.0,26.4,27.5
2021-12-19,Quinnipiac,27.0,26.8,27.3
2021-12-19,San Fransco,27.0,29.6,20.0
2021-12-19,Detroit,27.0,36.0,26.0
2021-12-19,Louisville,26.8,25.8,28.0
2021-12-19,Vanderbilt,26.7,26.4,28.0
2021-12-19,Wofford,26.7,25.3,27.7
2021-12-19,Yale,26.7,26.2,27.0
2021-12-19,Ark Pine Bl,26.6,19.0,27.4
2021-12-19,Illinois,26.5,27.9,24.3
2021-12-19,N Kentucky,26.5,21.8,31.3
2021-12-19,Marquette,26.5,24.0,29.0
2021-12-19,N Colorado,26.4,22.0,28.0
2021-12-19,Belmont,26.3,29.0,25.0
2021-12-19,Maryland BC,26.3,25.7,26.6
2021-12-19,W Michigan,26.3,23.0,26.8
2021-12-19,Fordham,26.3,25.6,26.7
2021-12-19,S Utah,26.2,19.0,27.1
2021-12-19,E Tenn St,26.2,26.7,26.0
2021-12-19,North Dakota,26.2,28.0,25.1
2021-12-19,Wash State,26.1,25.8,27.0
2021-12-19,SE Louisiana,26.0,--,26.0
2021-12-19,Richmond,26.0,29.3,24.1
2021-12-19,Ohio,25.9,24.6,27.5
2021-12-19,N Iowa,25.9,21.8,30.0
2021-12-19,LIU,25.9,38.0,24.1
2021-12-19,Stony Brook,25.8,26.4,24.8
2021-12-19,E Washingtn,25.8,31.0,25.1
2021-12-19,Mercer,25.8,20.0,27.4
2021-12-19,Miami (OH),25.8,26.0,25.5
2021-12-19,Austin Peay,25.8,--,25.8
2021-12-19,Bowling Grn,25.8,28.7,24.0
2021-12-19,Hartford,25.7,28.5,25.1
2021-12-19,Col Charlestn,25.6,27.3,23.6
2021-12-19,Canisius,25.6,26.2,25.2
2021-12-19,Elon,25.5,28.0,24.4
2021-12-19,Middle Tenn,25.4,24.0,26.2
2021-12-19,Iowa,25.4,26.3,23.8
2021-12-19,Utah State,25.3,26.8,24.4
2021-12-19,Nebraska,25.3,24.6,27.0
2021-12-19,NC-Wilmgton,25.3,26.5,24.8
2021-12-19,Loyola-Chi,25.1,25.4,24.8
2021-12-19,NC-Asheville,25.0,24.5,25.3
2021-12-19,Buffalo,25.0,32.0,24.0
2021-12-19,Florida,25.0,27.5,22.0
2021-12-19,Indiana St,24.9,26.5,24.5
2021-12-19,Sacred Hrt,24.9,19.0,26.4
2021-12-19,UNLV,24.8,26.0,22.8
2021-12-19,La Salle,24.8,25.2,24.3
2021-12-19,N Hampshire,24.7,26.0,24.2
2021-12-19,N Florida,24.7,29.0,24.2
2021-12-19,Winthrop,24.7,24.3,24.8
2021-12-19,App State,24.7,27.0,23.5
2021-12-19,IPFW,24.7,23.3,25.8
2021-12-19,Chicago St,24.6,21.2,27.5
2021-12-19,San Jose St,24.6,25.0,24.2
2021-12-19,Missouri St,24.6,25.5,23.7
2021-12-19,Fla Atlantic,24.6,24.6,24.5
2021-12-19,Arizona,24.5,24.4,24.8
2021-12-19,Notre Dame,24.5,26.7,23.2
2021-12-19,Gard-Webb,24.4,25.5,23.6
2021-12-19,Oakland,24.4,31.0,23.7
2021-12-19,LA Tech,24.3,24.8,24.0
2021-12-19,Wake Forest,24.3,25.6,21.8
2021-12-19,Ball State,24.3,26.0,23.9
2021-12-19,Baylor,24.3,25.8,22.0
2021-12-19,Loyola-MD,24.2,20.0,26.0
2021-12-19,Penn State,24.1,23.0,25.8
2021-12-19,Duke,24.1,27.0,16.3
2021-12-19,Houston,24.0,25.0,22.6
2021-12-19,Illinois St,23.9,23.7,24.3
2021-12-19,North Texas,23.9,25.7,22.8
2021-12-19,Wichita St,23.8,22.7,25.8
2021-12-19,Bucknell,23.8,23.3,24.1
2021-12-19,Grd Canyon,23.8,24.2,23.3
2021-12-19,Vermont,23.8,22.0,24.3
2021-12-19,Seton Hall,23.8,23.8,23.7
2021-12-19,Butler,23.8,24.8,22.5
2021-12-19,Valparaiso,23.8,20.7,25.3
2021-12-19,S Methodist,23.7,24.5,21.7
2021-12-19,N Dakota St,23.7,22.5,24.5
2021-12-19,Purdue,23.6,24.2,23.0
2021-12-19,Nicholls St,23.6,28.0,23.0
2021-12-19,Oklahoma,23.5,24.2,22.8
2021-12-19,LA Lafayette,23.5,21.7,24.6
2021-12-19,N Alabama,23.4,23.5,23.4
2021-12-19,Xavier,23.4,24.4,20.3
2021-12-19,Portland,23.4,25.7,21.2
2021-12-19,Longwood,23.4,22.6,24.7
2021-12-19,Cincinnati,23.4,22.4,25.0
2021-12-19,Stetson,23.3,23.7,23.0
2021-12-19,Idaho,23.2,25.5,21.4
2021-12-19,Utah,23.2,23.3,23.0
2021-12-19,NC State,23.2,24.1,21.5
2021-12-19,Georgia St,23.1,26.0,22.7
2021-12-19,Central FL,23.1,24.2,21.8
2021-12-19,Syracuse,23.1,24.8,22.0
2021-12-19,Incar Word,23.0,23.4,22.5
2021-12-19,Weber State,23.0,26.3,20.8
2021-12-19,Gonzaga,23.0,20.5,26.0
2021-12-19,Drake,22.9,24.0,21.8
2021-12-19,Marshall,22.9,23.5,22.0
2021-12-19,St Fran (NY),22.9,30.0,21.1
2021-12-19,TX-San Ant,22.9,21.2,25.7
2021-12-19,Wm & Mary,22.8,24.0,22.1
2021-12-19,Jksnville St,22.8,24.7,22.0
2021-12-19,NJIT,22.8,19.0,25.8
2021-12-19,Wisconsin,22.7,23.0,22.4
2021-12-19,Arizona St,22.7,21.8,23.5
2021-12-19,Neb Omaha,22.7,19.3,25.0
2021-12-19,Nevada,22.7,20.8,24.2
2021-12-19,Connecticut,22.7,22.6,22.8
2021-12-19,Idaho State,22.6,17.0,26.0
2021-12-19,Davidson,22.6,22.3,22.8
2021-12-19,BYU,22.6,23.3,22.2
2021-12-19,Kent State,22.6,27.0,20.8
2021-12-19,VA Tech,22.5,22.8,22.2
2021-12-19,Fairfield,22.5,20.7,23.3
2021-12-19,Army,22.5,22.5,22.5
2021-12-19,S Illinois,22.5,22.5,22.5
2021-12-19,E Carolina,22.5,24.1,19.5
2021-12-19,Boston U,22.4,24.0,21.6
2021-12-19,Radford,22.4,20.5,22.9
2021-12-19,S Dakota St,22.4,22.0,22.5
2021-12-19,Wyoming,22.3,23.4,21.0
2021-12-19,Towson,22.3,19.0,24.7
2021-12-19,Ohio State,22.3,22.3,22.3
2021-12-19,Georgetown,22.3,22.0,23.0
2021-12-19,Murray St,22.3,23.3,21.6
2021-12-19,Drexel,22.2,26.5,21.0
2021-12-19,SC Upstate,22.2,24.7,21.0
2021-12-19,Kansas St,22.2,22.0,22.7
2021-12-19,Bradley,22.2,21.2,23.2
2021-12-19,Marist,22.2,24.0,21.4
2021-12-19,Loyola Mymt,22.2,22.0,22.4
2021-12-19,St Johns,22.2,21.7,27.0
2021-12-19,Delaware,22.2,24.3,21.0
2021-12-19,Binghamton,22.1,28.0,19.8
2021-12-19,Northwestern,22.1,23.0,21.0
2021-12-19,N Mex State,22.1,25.7,20.6
2021-12-19,Montana St,22.1,18.0,22.6
2021-12-19,Brown,22.1,22.0,22.1
2021-12-19,Iona,22.1,19.8,23.4
2021-12-19,McNeese St,22.0,--,22.0
2021-12-19,Morehead St,22.0,26.0,20.9
2021-12-19,Presbyterian,22.0,25.7,20.6
2021-12-19,Hawaii,22.0,23.0,21.3
2021-12-19,Boise State,22.0,22.7,21.2
2021-12-19,SE Missouri,21.9,19.7,22.9
2021-12-19,Charlotte,21.9,23.3,21.0
2021-12-19,WI-Milwkee,21.9,22.6,21.2
2021-12-19,Texas Tech,21.9,21.7,22.3
2021-12-19,Youngs St,21.9,20.4,23.8
2021-12-19,Akron,21.9,21.3,22.2
2021-12-19,Central Conn,21.8,20.3,22.3
2021-12-19,NC A&T,21.8,--,21.8
2021-12-19,Merrimack,21.8,19.5,23.1
2021-12-19,Siena,21.8,20.0,23.0
2021-12-19,Central Mich,21.8,17.5,22.9
2021-12-19,New Mexico,21.8,21.8,21.8
2021-12-19,Chattanooga,21.8,21.3,22.0
2021-12-19,Florida St,21.8,23.0,20.6
2021-12-19,UC San Diego,21.8,24.0,21.0
2021-12-19,Portland St,21.7,20.0,22.4
2021-12-19,Lipscomb,21.7,24.5,21.0
2021-12-19,Pepperdine,21.7,21.6,21.8
2021-12-19,Miss Val St,21.7,24.5,20.9
2021-12-19,UCLA,21.7,23.0,20.0
2021-12-19,Air Force,21.7,21.8,21.6
2021-12-19,Mississippi,21.6,24.0,17.5
2021-12-19,TX El Paso,21.6,23.8,19.5
2021-12-19,Central Ark,21.6,24.0,21.3
2021-12-19,TN Martin,21.6,19.0,22.8
2021-12-19,Colorado St,21.6,19.2,24.5
2021-12-19,LSU,21.5,21.9,20.8
2021-12-19,Minnesota,21.4,21.4,21.4
2021-12-19,UC Riverside,21.4,27.5,19.3
2021-12-19,Mass Lowell,21.4,19.0,21.7
2021-12-19,Duquesne,21.4,22.5,20.0
2021-12-19,Clemson,21.3,22.2,20.5
2021-12-19,St Marys,21.3,24.3,18.3
2021-12-19,Abl Christian,21.3,20.3,22.3
2021-12-19,Troy,21.3,23.3,20.3
2021-12-19,Maryland ES,21.3,--,21.3
2021-12-19,Arkansas,21.3,20.0,23.5
2021-12-19,Kennesaw St,21.3,22.7,20.4
2021-12-19,Howard,21.2,17.5,22.3
2021-12-19,N Arizona,21.2,23.3,19.8
2021-12-19,Morgan St,21.1,--,21.1
2021-12-19,S Carolina,21.1,18.8,23.4
2021-12-19,James Mad,21.0,21.3,20.8
2021-12-19,Tulane,21.0,21.5,20.6
2021-12-19,Washington,21.0,20.3,22.3
2021-12-19,Bellarmine,20.9,--,20.9
2021-12-19,Dixie State,20.9,23.0,19.6
2021-12-19,NC Central,20.8,--,20.8
2021-12-19,DePaul,20.8,20.6,21.5
2021-12-19,W Kentucky,20.7,19.8,22.0
2021-12-19,Providence,20.7,20.0,22.0
2021-12-19,Stanford,20.7,20.7,20.7
2021-12-19,WI-Grn Bay,20.7,21.7,20.2
2021-12-19,Iowa State,20.6,22.3,16.7
2021-12-19,Lamar,20.6,24.0,20.2
2021-12-19,S Car State,20.5,23.3,19.5
2021-12-19,TN State,20.5,16.5,21.5
2021-12-19,Geo Wshgtn,20.5,19.6,21.1
2021-12-19,Kansas,20.5,22.8,18.2
2021-12-19,Santa Clara,20.5,21.3,18.5
2021-12-19,Hampton,20.4,20.0,20.5
2021-12-19,Creighton,20.3,21.0,19.4
2021-12-19,Temple,20.3,21.2,19.2
2021-12-19,LA Monroe,20.3,19.7,20.6
2021-12-19,Maine,20.2,14.0,21.4
2021-12-19,Campbell,20.1,19.0,20.6
2021-12-19,E Illinois,20.1,17.5,20.8
2021-12-19,UAB,20.1,19.5,21.0
2021-12-19,Northeastrn,20.1,19.8,20.3
2021-12-19,Maryland,20.0,21.4,16.7
2021-12-19,Toledo,20.0,19.5,20.1
2021-12-19,E Michigan,20.0,20.5,19.6
2021-12-19,IUPUI,20.0,18.7,20.7
2021-12-19,Columbia,19.9,21.0,19.0
2021-12-19,Georgia,19.9,20.0,19.7
2021-12-19,South Dakota,19.9,19.0,20.6
2021-12-19,TX Christian,19.8,20.6,19.0
2021-12-19,Wright State,19.8,17.5,20.4
2021-12-19,Cal Baptist,19.7,20.2,18.7
2021-12-19,Dayton,19.7,20.3,18.8
2021-12-19,N Carolina,19.6,19.0,20.4
2021-12-19,High Point,19.6,19.3,20.0
2021-12-19,UMKC,19.6,17.0,20.0
2021-12-19,Miami (FL),19.5,23.0,16.7
2021-12-19,Oregon,19.5,22.0,15.3
2021-12-19,TX-Pan Am,19.5,26.0,17.9
2021-12-19,Texas A&M,19.5,21.4,17.6
2021-12-19,Tulsa,19.5,19.4,19.5
2021-12-19,Michigan,19.5,17.3,22.0
2021-12-19,Lehigh,19.4,23.0,16.6
2021-12-19,Texas,19.4,19.7,18.5
2021-12-19,St Bonavent,19.4,19.7,19.0
2021-12-19,Montana,19.3,19.0,19.6
2021-12-19,F Dickinson,19.3,15.0,19.8
2021-12-19,SIU Edward,19.3,20.5,19.0
2021-12-19,Indiana,19.3,19.0,20.0
2021-12-19,Alabama St,19.2,20.0,18.9
2021-12-19,Coastal Car,19.1,18.0,20.7
2021-12-19,Rob Morris,19.1,19.0,19.2
2021-12-19,NW State,19.1,17.5,19.6
2021-12-19,Missouri,19.1,18.8,19.5
2021-12-19,Fresno St,19.1,20.0,17.8
2021-12-19,Albany,19.1,19.3,19.0
2021-12-19,Denver,19.1,13.0,20.4
2021-12-19,Rider,19.0,23.7,17.3
2021-12-19,Navy,19.0,24.0,17.6
2021-12-19,N Illinois,19.0,16.0,19.4
2021-12-19,Michigan St,18.9,20.2,17.8
2021-12-19,UC Davis,18.8,23.0,16.8
2021-12-19,Memphis,18.8,20.2,16.8
2021-12-19,TX A&M-CC,18.8,22.5,17.7
2021-12-19,Delaware St,18.8,13.7,21.8
2021-12-19,TN Tech,18.7,17.7,19.1
2021-12-19,Niagara,18.7,16.5,19.3
2021-12-19,Kentucky,18.7,19.3,17.3
2021-12-19,Sac State,18.6,17.0,19.8
2021-12-19,Oklahoma St,18.5,20.7,14.8
2021-12-19,W Virginia,18.5,19.6,16.8
2021-12-19,American,18.4,17.0,18.7
2021-12-19,NC-Grnsboro,18.4,21.0,16.9
2021-12-19,Jackson St,18.3,--,18.3
2021-12-19,Miss State,18.3,17.9,19.3
2021-12-19,USC,18.3,22.3,14.2
2021-12-19,S Alabama,18.3,20.5,17.5
2021-12-19,S Florida,18.2,19.6,13.5
2021-12-19,Monmouth,18.2,23.5,17.0
2021-12-19,GA Southern,18.1,21.0,17.7
2021-12-19,AR Lit Rock,18.1,19.5,17.7
2021-12-19,Rutgers,18.0,17.5,18.8
2021-12-19,Prairie View,17.9,--,17.9
2021-12-19,St Peters,17.9,13.7,20.4
2021-12-19,Saint Louis,17.8,17.9,17.8
2021-12-19,Virginia,17.8,17.0,19.3
2021-12-19,Jacksonville,17.7,15.5,18.6
2021-12-19,Wagner,17.6,18.0,17.5
2021-12-19,Cleveland St,17.6,16.6,20.0
2021-12-19,Southern,17.6,15.0,17.9
2021-12-19,San Diego St,17.4,16.0,19.5
2021-12-19,GA Tech,17.3,17.4,17.0
2021-12-19,Oregon St,17.3,16.8,17.8
2021-12-19,Alcorn State,17.2,--,17.2
2021-12-19,Houston Bap,17.2,17.0,17.3
2021-12-19,Grambling St,17.0,--,17.0
2021-12-19,Pacific,17.0,17.2,16.8
2021-12-19,Holy Cross,16.8,18.0,16.4
2021-12-19,Utah Val St,16.8,15.5,17.1
2021-12-19,Colorado,16.8,17.3,15.8
2021-12-19,VCU,16.7,14.7,19.2
2021-12-19,Cal Poly,16.7,14.5,17.3
2021-12-19,TX-Arlington,16.6,19.0,15.8
2021-12-19,Mt St Marys,16.5,18.5,15.3
2021-12-19,St Fran (PA),16.4,30.0,14.8
2021-12-19,Alab A&M,16.3,17.0,16.3
2021-12-19,CS Fullerton,16.2,16.0,16.3
2021-12-19,Tarleton State,16.2,14.0,16.9
2021-12-19,Cal St Nrdge,16.0,16.3,15.8
2021-12-19,UCSB,16.0,16.0,16.0
2021-12-19,Ste F Austin,15.9,17.7,14.8
2021-12-19,UC Irvine,15.8,13.0,17.3
2021-12-19,Rhode Island,15.8,15.0,16.5
2021-12-19,Lg Beach St,15.7,18.5,14.9
2021-12-19,California,15.6,16.6,14.0
2021-12-19,Arkansas St,15.6,11.3,18.2
2021-12-19,Texas State,15.6,20.0,14.2
2021-12-19,Beth-Cook,15.4,17.0,15.3
2021-12-19,Norfolk St,15.3,15.0,15.4
2021-12-19,S Mississippi,15.3,18.3,14.0
2021-12-19,Manhattan,15.3,14.3,15.8
2021-12-19,Boston Col,15.2,15.3,15.0
2021-12-19,San Diego,15.0,18.5,12.7
2021-12-19,TX Southern,14.8,--,14.8
2021-12-19,Pittsburgh,14.3,15.4,11.3
2021-12-19,Florida A&M,14.0,12.0,14.3
2021-12-19,Old Dominion,13.0,11.7,13.6
2021-12-19,New Orleans,13.0,13.0,13.0
2021-12-19,CS Bakersfld,11.7,9.0,12.2
2021-12-20,E Kentucky,34.8,32.8,36.8
2021-12-20,St. Thomas (MN),32.8,32.0,32.9
2021-12-20,VA Military,32.8,29.0,33.3
2021-12-20,Oral Roberts,32.4,35.3,30.6
2021-12-20,W Carolina,31.9,31.3,32.1
2021-12-20,Citadel,29.5,29.0,29.6
2021-12-20,Lafayette,29.4,29.3,29.5
2021-12-20,Bryant,29.4,27.0,30.0
2021-12-20,Villanova,29.4,28.3,29.8
2021-12-20,Samford,29.3,30.0,28.8
2021-12-20,Florida Intl,29.0,26.8,30.5
2021-12-20,Alabama,28.8,30.7,26.6
2021-12-20,Princeton,28.8,27.6,29.8
2021-12-20,Coppin State,28.7,31.5,28.3
2021-12-20,Colgate,28.7,26.7,29.5
2021-12-20,Tennessee,28.5,28.8,28.0
2021-12-20,Furman,28.5,25.8,30.0
2021-12-20,W Illinois,28.4,27.0,29.6
2021-12-20,IL-Chicago,28.4,31.0,26.7
2021-12-20,Cornell,28.4,32.0,26.2
2021-12-20,Seattle,28.4,28.8,27.3
2021-12-20,Fla Gulf Cst,28.3,26.4,31.5
2021-12-20,Hofstra,28.0,27.3,28.3
2021-12-20,Liberty,27.9,29.7,27.0
2021-12-20,Sam Hous St,27.9,23.0,28.6
2021-12-20,Auburn,27.7,29.4,26.3
2021-12-20,Rice,27.5,26.8,28.0
2021-12-20,St Josephs,27.3,25.7,30.0
2021-12-20,San Fransco,27.3,29.6,22.5
2021-12-20,Charl South,27.1,30.5,26.0
2021-12-20,Dartmouth,27.1,23.0,28.3
2021-12-20,Evansville,27.1,23.8,29.0
2021-12-20,Detroit,27.1,32.0,26.0
2021-12-20,U Penn,27.1,28.5,26.8
2021-12-20,LIU,27.0,37.0,24.1
2021-12-20,Quinnipiac,27.0,26.8,27.3
2021-12-20,Geo Mason,27.0,26.4,27.5
2021-12-20,U Mass,26.9,23.3,30.5
2021-12-20,Louisville,26.8,25.8,28.0
2021-12-20,Vanderbilt,26.7,26.4,28.0
2021-12-20,Wofford,26.7,25.3,27.7
2021-12-20,Yale,26.7,26.2,27.0
2021-12-20,Ark Pine Bl,26.6,19.0,27.4
2021-12-20,Illinois,26.5,27.9,24.3
2021-12-20,Marquette,26.5,24.0,29.0
2021-12-20,N Kentucky,26.5,21.8,31.3
2021-12-20,N Colorado,26.4,22.0,28.0
2021-12-20,SE Louisiana,26.3,--,26.3
2021-12-20,Belmont,26.3,29.0,25.0
