Date,Team,2021,Home,Away
2021-12-05,Georgetown,22.2,22.0,22.5
2021-12-05,SE Missouri,22.2,21.5,22.5
2021-12-05,Youngs St,22.1,20.0,23.8
2021-12-05,New Mexico,22.1,22.7,21.8
2021-12-05,Loyola Mymt,22.1,21.0,23.7
2021-12-05,Iona,22.1,19.8,23.7
2021-12-05,Lamar,22.0,24.0,21.7
2021-12-05,Hawaii,22.0,23.0,21.3
2021-12-05,Ohio State,22.0,23.0,20.7
2021-12-05,Central Ark,22.0,24.0,21.8
2021-12-05,St Marys,21.9,25.8,18.0
2021-12-05,VA Tech,21.9,22.8,20.8
2021-12-05,W Kentucky,21.9,21.0,23.0
2021-12-05,Weber State,21.9,25.5,20.4
2021-12-05,BYU,21.9,23.0,21.0
2021-12-05,NC Central,21.9,--,21.9
2021-12-05,SC Upstate,21.9,24.7,19.8
2021-12-05,Washington,21.8,21.4,22.3
2021-12-05,Davidson,21.8,22.3,21.4
2021-12-05,TN Martin,21.7,15.0,22.8
2021-12-05,Marshall,21.7,22.6,19.5
2021-12-05,Connecticut,21.7,21.5,22.0
2021-12-05,Kennesaw St,21.7,22.7,20.7
2021-12-05,Morehead St,21.7,30.0,20.0
2021-12-05,Brown,21.6,20.5,22.0
2021-12-05,WI-Milwkee,21.6,22.8,20.5
2021-12-05,TX El Paso,21.6,22.0,21.0
2021-12-05,Troy,21.5,27.0,20.4
2021-12-05,Pepperdine,21.5,21.0,21.8
2021-12-05,Kansas St,21.5,21.5,21.5
2021-12-05,LSU,21.5,21.7,21.0
2021-12-05,Kent State,21.5,--,21.5
2021-12-05,Duquesne,21.4,22.4,20.3
2021-12-05,Tulane,21.4,22.7,20.6
2021-12-05,S Illinois,21.4,23.3,20.2
2021-12-05,Mississippi,21.4,25.6,14.3
2021-12-05,N Arizona,21.4,27.7,17.6
2021-12-05,UCLA,21.4,23.0,18.7
2021-12-05,Florida St,21.4,22.3,20.5
2021-12-05,Boston U,21.3,18.5,22.1
2021-12-05,Delaware,21.3,22.5,21.0
2021-12-05,Maryland ES,21.3,--,21.3
2021-12-05,Akron,21.2,19.5,22.0
2021-12-05,Chattanooga,21.2,21.3,21.0
2021-12-05,NJIT,21.2,18.3,24.0
2021-12-05,Drake,21.2,25.0,17.3
2021-12-05,Miss Val St,21.2,--,21.2
2021-12-05,S Car State,21.1,25.0,19.8
2021-12-05,Central Conn,21.1,21.0,21.1
2021-12-05,Iowa State,21.0,23.6,16.7
2021-12-05,Mass Lowell,21.0,19.0,21.3
2021-12-05,Bellarmine,21.0,--,21.0
2021-12-05,Colorado St,21.0,19.2,24.0
2021-12-05,N Carolina,21.0,18.8,24.0
2021-12-05,UAB,21.0,21.0,21.0
2021-12-05,Wyoming,20.9,21.8,19.7
2021-12-05,Providence,20.8,19.0,24.3
2021-12-05,Arkansas,20.8,21.2,19.5
2021-12-05,Stanford,20.7,20.8,20.7
2021-12-05,Tulsa,20.6,21.8,19.5
2021-12-05,DePaul,20.6,20.6,--
2021-12-05,UC Riverside,20.6,28.0,19.3
2021-12-05,IUPUI,20.6,18.5,21.4
2021-12-05,Radford,20.6,20.5,20.6
2021-12-05,E Illinois,20.6,17.5,21.8
2021-12-05,High Point,20.5,20.0,21.0
2021-12-05,UC San Diego,20.5,24.0,18.8
2021-12-05,Merrimack,20.5,18.7,21.6
2021-12-05,Maryland,20.5,21.2,18.5
2021-12-05,Minnesota,20.5,21.0,20.0
2021-12-05,Clemson,20.4,21.8,19.4
2021-12-05,Wright State,20.4,--,20.4
2021-12-05,Coastal Car,20.4,20.0,20.7
2021-12-05,Geo Wshgtn,20.4,18.7,21.1
2021-12-05,Indiana,20.4,19.4,27.0
2021-12-05,Denver,20.3,14.0,21.3
2021-12-05,Texas,20.3,19.7,24.0
2021-12-05,Toledo,20.3,22.0,20.0
2021-12-05,Columbia,20.3,21.0,19.5
2021-12-05,UC Davis,20.2,23.0,18.3
2021-12-05,Morgan St,20.2,--,20.2
2021-12-05,TN State,20.2,14.0,21.4
2021-12-05,TX Christian,20.1,20.6,19.0
2021-12-05,Howard,20.1,17.5,21.2
2021-12-05,Towson,20.1,19.3,21.0
2021-12-05,Montana,20.1,21.0,19.6
2021-12-05,LA Monroe,20.0,19.0,20.5
2021-12-05,Northeastrn,20.0,19.3,20.3
2021-12-05,Murray St,20.0,20.5,19.8
2021-12-05,St Peters,20.0,18.0,20.5
2021-12-05,Miami (FL),19.9,23.8,16.8
2021-12-05,Santa Clara,19.9,20.7,17.0
2021-12-05,W Virginia,19.9,21.0,18.0
2021-12-05,Kansas,19.9,24.0,18.2
2021-12-05,South Dakota,19.8,17.5,21.0
2021-12-05,Maine,19.8,14.0,21.3
2021-12-05,Dayton,19.8,20.7,18.0
2021-12-05,Drexel,19.7,20.0,19.7
2021-12-05,S Florida,19.7,20.3,16.0
2021-12-05,Dixie State,19.7,20.0,19.5
2021-12-05,Campbell,19.7,15.0,20.6
2021-12-05,St Bonavent,19.6,19.8,19.3
2021-12-05,N Illinois,19.6,16.0,20.1
2021-12-05,E Michigan,19.6,19.5,19.6
2021-12-05,American,19.4,19.0,19.5
2021-12-05,Lehigh,19.4,23.0,16.6
2021-12-05,F Dickinson,19.4,--,19.4
2021-12-05,Navy,19.4,24.0,17.6
2021-12-05,Albany,19.4,19.5,19.4
2021-12-05,Texas A&M,19.4,21.4,16.0
2021-12-05,Oregon,19.3,23.5,13.7
2021-12-05,Missouri,19.3,18.3,20.7
2021-12-05,UMKC,19.2,--,19.2
2021-12-05,NC-Grnsboro,19.1,21.0,17.3
2021-12-05,Creighton,19.1,19.8,18.3
2021-12-05,Rider,19.1,26.5,17.3
2021-12-05,Kentucky,19.0,19.2,18.0
2021-12-05,Temple,19.0,19.4,18.3
2021-12-05,SIU Edward,19.0,--,19.0
2021-12-05,Delaware St,18.8,14.0,22.0
2021-12-05,Georgia,18.8,18.2,19.7
2021-12-05,TX-Pan Am,18.7,27.0,17.3
2021-12-05,Sac State,18.6,17.0,19.8
2021-12-05,Southern,18.6,--,18.6
2021-12-05,Rob Morris,18.6,15.0,19.2
2021-12-05,Rutgers,18.5,18.2,19.0
2021-12-05,Wagner,18.5,18.0,18.7
2021-12-05,Michigan St,18.4,20.0,17.2
2021-12-05,NW State,18.4,17.5,18.7
2021-12-05,Fresno St,18.3,19.0,17.3
2021-12-05,Michigan,18.3,17.0,19.5
2021-12-05,San Diego St,18.3,17.0,19.5
2021-12-05,Cal Baptist,18.2,18.6,16.0
2021-12-05,Niagara,18.1,18.0,18.2
2021-12-05,Memphis,18.1,19.5,16.8
2021-12-05,Prairie View,18.1,--,18.1
2021-12-05,Houston Bap,18.0,21.0,17.3
2021-12-05,Lipscomb,18.0,--,18.0
2021-12-05,Alabama St,18.0,14.0,19.3
2021-12-05,Jackson St,17.8,--,17.8
2021-12-05,S Alabama,17.7,21.0,17.0
2021-12-05,GA Tech,17.6,18.0,15.0
2021-12-05,Monmouth,17.6,23.5,15.2
2021-12-05,Jacksonville,17.5,14.0,18.7
2021-12-05,TN Tech,17.3,17.0,17.4
2021-12-05,AR Lit Rock,17.3,15.0,17.7
2021-12-05,Saint Louis,17.3,16.8,17.8
2021-12-05,USC,17.3,24.0,13.2
2021-12-05,TX A&M-CC,17.2,--,17.2
2021-12-05,St Fran (PA),17.2,30.0,14.6
2021-12-05,Pacific,17.1,17.7,16.8
2021-12-05,Oregon St,17.1,16.0,17.8
2021-12-05,Alab A&M,17.0,17.0,17.0
2021-12-05,VCU,17.0,14.5,19.5
2021-12-05,Virginia,17.0,17.0,17.0
2021-12-05,Miss State,16.9,17.6,15.0
2021-12-05,Grambling St,16.9,--,16.9
2021-12-05,Tarleton State,16.8,--,16.8
2021-12-05,Cal Poly,16.8,14.5,18.0
2021-12-05,GA Southern,16.8,21.0,16.0
2021-12-05,Oklahoma St,16.8,18.8,13.3
2021-12-05,Colorado,16.6,17.2,15.8
2021-12-05,Cleveland St,16.5,16.6,16.0
2021-12-05,Holy Cross,16.4,18.0,16.2
2021-12-05,California,16.0,18.4,12.0
2021-12-05,Alcorn State,16.0,--,16.0
2021-12-05,Cal St Nrdge,16.0,18.0,15.0
2021-12-05,Rhode Island,15.7,15.8,15.6
2021-12-05,CS Fullerton,15.5,16.0,15.2
2021-12-05,UCSB,15.4,16.0,13.0
2021-12-05,S Mississippi,15.4,19.5,14.0
2021-12-05,Lg Beach St,15.4,18.5,14.3
2021-12-05,TX-Arlington,15.3,14.0,15.6
2021-12-05,Utah Val St,15.3,15.5,15.2
2021-12-05,UC Irvine,15.3,13.0,17.5
2021-12-05,Mt St Marys,15.1,18.5,14.0
2021-12-05,Boston Col,14.9,15.2,14.3
2021-12-05,Beth-Cook,14.9,17.0,14.5
2021-12-05,Ste F Austin,14.8,16.0,14.0
2021-12-05,San Diego,14.8,17.3,13.2
2021-12-05,Norfolk St,14.6,15.0,14.6
2021-12-05,Pittsburgh,14.6,15.8,11.0
2021-12-05,TX Southern,14.6,--,14.6
2021-12-05,Florida A&M,14.3,--,14.3
2021-12-05,Texas State,14.2,--,14.2
2021-12-05,Manhattan,14.0,12.5,14.8
2021-12-05,Arkansas St,13.8,11.3,17.5
2021-12-05,Old Dominion,13.8,13.0,14.0
2021-12-05,New Orleans,12.5,13.0,12.0
2021-12-05,CS Bakersfld,12.0,--,12.0
